date_label,effective_from,effective_to,classification,card_name
September 2010,01/09/2010,01/03/2011,Forbidden,Graceful Charity
September 2010,01/09/2010,01/03/2011,Forbidden,Harpie's Feather Duster
September 2010,01/09/2010,01/03/2011,Forbidden,Heavy Storm
September 2010,01/09/2010,01/03/2011,Forbidden,Imperial Order
September 2010,01/09/2010,01/03/2011,Forbidden,Last Turn
September 2010,01/09/2010,01/03/2011,Forbidden,Last Will
September 2010,01/09/2010,01/03/2011,Forbidden,Magical Scientist
September 2010,01/09/2010,01/03/2011,Forbidden,Magician of Faith
September 2010,01/09/2010,01/03/2011,Forbidden,Makyura the Destructor
September 2010,01/09/2010,01/03/2011,Forbidden,Metamorphosis
September 2010,01/09/2010,01/03/2011,Forbidden,Mirage of Nightmare
September 2010,01/09/2010,01/03/2011,Forbidden,Painful Choice
September 2010,01/09/2010,01/03/2011,Forbidden,Pot of Greed
September 2010,01/09/2010,01/03/2011,Forbidden,Premature Burial
September 2010,01/09/2010,01/03/2011,Forbidden,Raigeki
September 2010,01/09/2010,01/03/2011,Forbidden,Rescue Cat
September 2010,01/09/2010,01/03/2011,Forbidden,Ring of Destruction
September 2010,01/09/2010,01/03/2011,Forbidden,Sinister Serpent
September 2010,01/09/2010,01/03/2011,Forbidden,Sixth Sense
September 2010,01/09/2010,01/03/2011,Forbidden,Snatch Steal
September 2010,01/09/2010,01/03/2011,Forbidden,Substitoad
September 2010,01/09/2010,01/03/2011,Forbidden,Temple of the Kings
September 2010,01/09/2010,01/03/2011,Forbidden,The Forceful Sentry
September 2010,01/09/2010,01/03/2011,Forbidden,Thousand-Eyes Restrict
September 2010,01/09/2010,01/03/2011,Forbidden,Time Seal
September 2010,01/09/2010,01/03/2011,Forbidden,Tribe-Infecting Virus
September 2010,01/09/2010,01/03/2011,Forbidden,Tsukuyomi
September 2010,01/09/2010,01/03/2011,Forbidden,Victory Dragon
September 2010,01/09/2010,01/03/2011,Forbidden,Witch of the Black Forest
September 2010,01/09/2010,01/03/2011,Forbidden,Yata-Garasu
September 2010,01/09/2010,01/03/2011,Limited,Advanced Ritual Art
September 2010,01/09/2010,01/03/2011,Limited,Allure of Darkness
September 2010,01/09/2010,01/03/2011,Limited,Black Whirlwind
September 2010,01/09/2010,01/03/2011,Limited,Blackwing - Gale the Whirlwind
September 2010,01/09/2010,01/03/2011,Limited,"Brionac, Dragon of the Ice Barrier"
September 2010,01/09/2010,01/03/2011,Limited,Burial from a Different Dimension
September 2010,01/09/2010,01/03/2011,Limited,Call of the Haunted
September 2010,01/09/2010,01/03/2011,Limited,Card Destruction
September 2010,01/09/2010,01/03/2011,Limited,Card Trooper
September 2010,01/09/2010,01/03/2011,Limited,Ceasefire
September 2010,01/09/2010,01/03/2011,Limited,Charge of the Light Brigade
September 2010,01/09/2010,01/03/2011,Limited,Cold Wave
September 2010,01/09/2010,01/03/2011,Limited,Dark Armed Dragon
September 2010,01/09/2010,01/03/2011,Limited,Dark Hole
September 2010,01/09/2010,01/03/2011,Limited,Destiny Draw
September 2010,01/09/2010,01/03/2011,Limited,Elemental HERO Stratos
September 2010,01/09/2010,01/03/2011,Limited,Emergency Teleport
September 2010,01/09/2010,01/03/2011,Limited,Exodia the Forbidden One
September 2010,01/09/2010,01/03/2011,Limited,Foolish Burial
September 2010,01/09/2010,01/03/2011,Limited,Future Fusion
September 2010,01/09/2010,01/03/2011,Limited,Giant Trunade
September 2010,01/09/2010,01/03/2011,Limited,Gladiator Beast Bestiari
September 2010,01/09/2010,01/03/2011,Limited,Gorz the Emissary of Darkness
September 2010,01/09/2010,01/03/2011,Limited,Goyo Guardian
September 2010,01/09/2010,01/03/2011,Limited,Gravity Bind
September 2010,01/09/2010,01/03/2011,Limited,Infernity Launcher
September 2010,01/09/2010,01/03/2011,Limited,Left Arm of the Forbidden One
September 2010,01/09/2010,01/03/2011,Limited,Left Leg of the Forbidden One
September 2010,01/09/2010,01/03/2011,Limited,Level Limit - Area B
September 2010,01/09/2010,01/03/2011,Limited,Limiter Removal
September 2010,01/09/2010,01/03/2011,Limited,"Lumina, Lightsworn Summoner"
September 2010,01/09/2010,01/03/2011,Limited,Magical Explosion
September 2010,01/09/2010,01/03/2011,Limited,Marshmallon
September 2010,01/09/2010,01/03/2011,Limited,Megamorph
September 2010,01/09/2010,01/03/2011,Limited,Mezuki
September 2010,01/09/2010,01/03/2011,Limited,Mind Control
September 2010,01/09/2010,01/03/2011,Limited,Mind Crush
September 2010,01/09/2010,01/03/2011,Limited,Mind Master
September 2010,01/09/2010,01/03/2011,Limited,Mirror Force
September 2010,01/09/2010,01/03/2011,Limited,Monster Gate
September 2010,01/09/2010,01/03/2011,Limited,Monster Reborn
September 2010,01/09/2010,01/03/2011,Limited,Morphing Jar
September 2010,01/09/2010,01/03/2011,Limited,Necro Gardna
September 2010,01/09/2010,01/03/2011,Limited,Necroface
September 2010,01/09/2010,01/03/2011,Limited,Neo-Spacian Grand Mole
September 2010,01/09/2010,01/03/2011,Limited,Night Assailant
September 2010,01/09/2010,01/03/2011,Limited,One for One
September 2010,01/09/2010,01/03/2011,Limited,Overload Fusion
September 2010,01/09/2010,01/03/2011,Limited,Plaguespreader Zombie
September 2010,01/09/2010,01/03/2011,Limited,Reasoning
September 2010,01/09/2010,01/03/2011,Limited,Reinforcement of the Army
September 2010,01/09/2010,01/03/2011,Limited,Return from the Different Dimension
September 2010,01/09/2010,01/03/2011,Limited,Right Arm of the Forbidden One
September 2010,01/09/2010,01/03/2011,Limited,Right Leg of the Forbidden One
September 2010,01/09/2010,01/03/2011,Limited,Royal Oppression
September 2010,01/09/2010,01/03/2011,Limited,Sangan
September 2010,01/09/2010,01/03/2011,Limited,Scapegoat
September 2010,01/09/2010,01/03/2011,Limited,Solemn Judgment
September 2010,01/09/2010,01/03/2011,Limited,Spirit Reaper
September 2010,01/09/2010,01/03/2011,Limited,Summoner Monk
September 2010,01/09/2010,01/03/2011,Limited,Swords of Revealing Light
September 2010,01/09/2010,01/03/2011,Limited,The Transmigration Prophecy
September 2010,01/09/2010,01/03/2011,Limited,Torrential Tribute
September 2010,01/09/2010,01/03/2011,Limited,Tragoedia
September 2010,01/09/2010,01/03/2011,Limited,Trap Dustshoot
September 2010,01/09/2010,01/03/2011,Limited,"Trishula, Dragon of the Ice Barrier"
September 2010,01/09/2010,01/03/2011,Limited,Wall of Revealing Light
September 2010,01/09/2010,01/03/2011,Semi-Limited,Bottomless Trap Hole
September 2010,01/09/2010,01/03/2011,Semi-Limited,Chain Strike
September 2010,01/09/2010,01/03/2011,Semi-Limited,Chaos Sorcerer
September 2010,01/09/2010,01/03/2011,Semi-Limited,Dandylion
September 2010,01/09/2010,01/03/2011,Semi-Limited,"Demise, King of Armageddon"
September 2010,01/09/2010,01/03/2011,Semi-Limited,Destiny HERO - Malicious
September 2010,01/09/2010,01/03/2011,Semi-Limited,"Dewloren, Tiger King of the Ice Barrier"
September 2010,01/09/2010,01/03/2011,Semi-Limited,Gold Sarcophagus
September 2010,01/09/2010,01/03/2011,Semi-Limited,Honest
September 2010,01/09/2010,01/03/2011,Semi-Limited,Judgment Dragon
September 2010,01/09/2010,01/03/2011,Semi-Limited,Lonefire Blossom
September 2010,01/09/2010,01/03/2011,Semi-Limited,Magic Cylinder
September 2010,01/09/2010,01/03/2011,Semi-Limited,Magical Stone Excavation
September 2010,01/09/2010,01/03/2011,Semi-Limited,Mystical Space Typhoon
September 2010,01/09/2010,01/03/2011,Semi-Limited,Ojama Trio
September 2010,01/09/2010,01/03/2011,Semi-Limited,Skill Drain
September 2010,01/09/2010,01/03/2011,Semi-Limited,Snipe Hunter
September 2010,01/09/2010,01/03/2011,Semi-Limited,Ultimate Offering
September 2010,01/09/2010,01/03/2011,Released,Black Rose Dragon
September 2010,01/09/2010,01/03/2011,Released,Cyber Dragon
September 2010,01/09/2010,01/03/2011,Released,Goblin Zombie
September 2010,01/09/2010,01/03/2011,Released,Royal Decree
September 2010,01/09/2010,01/03/2011,Released,Treeborn Frog
September 2010,01/09/2010,01/03/2011,Released,United We Stand
March 2011,01/03/2011,01/09/2011,Forbidden,Black Luster Soldier - Envoy of the Beginning
March 2011,01/03/2011,01/09/2011,Forbidden,Brain Control
March 2011,01/03/2011,01/09/2011,Forbidden,Butterfly Dagger - Elma
March 2011,01/03/2011,01/09/2011,Forbidden,Card of Safe Return
March 2011,01/03/2011,01/09/2011,Forbidden,Change of Heart
March 2011,01/03/2011,01/09/2011,Forbidden,Chaos Emperor Dragon - Envoy of the End
March 2011,01/03/2011,01/09/2011,Forbidden,Cold Wave
March 2011,01/03/2011,01/09/2011,Forbidden,Confiscation
March 2011,01/03/2011,01/09/2011,Forbidden,Crush Card Virus
March 2011,01/03/2011,01/09/2011,Forbidden,Cyber Jar
March 2011,01/03/2011,01/09/2011,Forbidden,Cyber-Stein
March 2011,01/03/2011,01/09/2011,Forbidden,Dark Magician of Chaos
March 2011,01/03/2011,01/09/2011,Forbidden,Dark Strike Fighter
March 2011,01/03/2011,01/09/2011,Forbidden,Delinquent Duo
March 2011,01/03/2011,01/09/2011,Forbidden,Destiny HERO - Disk Commander
March 2011,01/03/2011,01/09/2011,Forbidden,Dimension Fusion
March 2011,01/03/2011,01/09/2011,Forbidden,Exchange of the Spirit
March 2011,01/03/2011,01/09/2011,Forbidden,Fiber Jar
March 2011,01/03/2011,01/09/2011,Forbidden,Goyo Guardian
March 2011,01/03/2011,01/09/2011,Forbidden,Graceful Charity
March 2011,01/03/2011,01/09/2011,Forbidden,Harpie's Feather Duster
March 2011,01/03/2011,01/09/2011,Forbidden,Heavy Storm
March 2011,01/03/2011,01/09/2011,Forbidden,Imperial Order
March 2011,01/03/2011,01/09/2011,Forbidden,Last Turn
March 2011,01/03/2011,01/09/2011,Forbidden,Last Will
March 2011,01/03/2011,01/09/2011,Forbidden,Magical Scientist
March 2011,01/03/2011,01/09/2011,Forbidden,Magician of Faith
March 2011,01/03/2011,01/09/2011,Forbidden,Makyura the Destructor
March 2011,01/03/2011,01/09/2011,Forbidden,Mass Driver
March 2011,01/03/2011,01/09/2011,Forbidden,Metamorphosis
March 2011,01/03/2011,01/09/2011,Forbidden,Mirage of Nightmare
March 2011,01/03/2011,01/09/2011,Forbidden,Painful Choice
March 2011,01/03/2011,01/09/2011,Forbidden,Pot of Greed
March 2011,01/03/2011,01/09/2011,Forbidden,Premature Burial
March 2011,01/03/2011,01/09/2011,Forbidden,Raigeki
March 2011,01/03/2011,01/09/2011,Forbidden,Rescue Cat
March 2011,01/03/2011,01/09/2011,Forbidden,Ring of Destruction
March 2011,01/03/2011,01/09/2011,Forbidden,Sinister Serpent
March 2011,01/03/2011,01/09/2011,Forbidden,Sixth Sense
March 2011,01/03/2011,01/09/2011,Forbidden,Snatch Steal
March 2011,01/03/2011,01/09/2011,Forbidden,Substitoad
March 2011,01/03/2011,01/09/2011,Forbidden,Temple of the Kings
March 2011,01/03/2011,01/09/2011,Forbidden,The Forceful Sentry
March 2011,01/03/2011,01/09/2011,Forbidden,Thousand-Eyes Restrict
March 2011,01/03/2011,01/09/2011,Forbidden,Time Seal
March 2011,01/03/2011,01/09/2011,Forbidden,Tribe-Infecting Virus
March 2011,01/03/2011,01/09/2011,Forbidden,Tsukuyomi
March 2011,01/03/2011,01/09/2011,Forbidden,Victory Dragon
March 2011,01/03/2011,01/09/2011,Forbidden,Witch of the Black Forest
March 2011,01/03/2011,01/09/2011,Forbidden,Yata-Garasu
March 2011,01/03/2011,01/09/2011,Limited,Advanced Ritual Art
March 2011,01/03/2011,01/09/2011,Limited,Allure of Darkness
March 2011,01/03/2011,01/09/2011,Limited,Black Whirlwind
March 2011,01/03/2011,01/09/2011,Limited,Blackwing - Gale the Whirlwind
March 2011,01/03/2011,01/09/2011,Limited,Blackwing - Kalut the Moon Shadow
March 2011,01/03/2011,01/09/2011,Limited,Book of Moon
March 2011,01/03/2011,01/09/2011,Limited,"Brionac, Dragon of the Ice Barrier"
March 2011,01/03/2011,01/09/2011,Limited,Burial from a Different Dimension
March 2011,01/03/2011,01/09/2011,Limited,Call of the Haunted
March 2011,01/03/2011,01/09/2011,Limited,Card Destruction
March 2011,01/03/2011,01/09/2011,Limited,Ceasefire
March 2011,01/03/2011,01/09/2011,Limited,Charge of the Light Brigade
March 2011,01/03/2011,01/09/2011,Limited,Dandylion
March 2011,01/03/2011,01/09/2011,Limited,Dark Armed Dragon
March 2011,01/03/2011,01/09/2011,Limited,Dark Hole
March 2011,01/03/2011,01/09/2011,Limited,Destiny Draw
March 2011,01/03/2011,01/09/2011,Limited,Elemental HERO Stratos
March 2011,01/03/2011,01/09/2011,Limited,Emergency Teleport
March 2011,01/03/2011,01/09/2011,Limited,Exodia the Forbidden One
March 2011,01/03/2011,01/09/2011,Limited,Foolish Burial
March 2011,01/03/2011,01/09/2011,Limited,Future Fusion
March 2011,01/03/2011,01/09/2011,Limited,Gateway of the Six
March 2011,01/03/2011,01/09/2011,Limited,Giant Trunade
March 2011,01/03/2011,01/09/2011,Limited,Gladiator Beast Bestiari
March 2011,01/03/2011,01/09/2011,Limited,Gorz the Emissary of Darkness
March 2011,01/03/2011,01/09/2011,Limited,Gravity Bind
March 2011,01/03/2011,01/09/2011,Limited,Honest
March 2011,01/03/2011,01/09/2011,Limited,Infernity Launcher
March 2011,01/03/2011,01/09/2011,Limited,Left Arm of the Forbidden One
March 2011,01/03/2011,01/09/2011,Limited,Left Leg of the Forbidden One
March 2011,01/03/2011,01/09/2011,Limited,Level Limit - Area B
March 2011,01/03/2011,01/09/2011,Limited,Limiter Removal
March 2011,01/03/2011,01/09/2011,Limited,"Lumina, Lightsworn Summoner"
March 2011,01/03/2011,01/09/2011,Limited,Magical Explosion
March 2011,01/03/2011,01/09/2011,Limited,Marshmallon
March 2011,01/03/2011,01/09/2011,Limited,Mezuki
March 2011,01/03/2011,01/09/2011,Limited,Mind Control
March 2011,01/03/2011,01/09/2011,Limited,Mind Crush
March 2011,01/03/2011,01/09/2011,Limited,Mind Master
March 2011,01/03/2011,01/09/2011,Limited,Mirror Force
March 2011,01/03/2011,01/09/2011,Limited,Monster Gate
March 2011,01/03/2011,01/09/2011,Limited,Monster Reborn
March 2011,01/03/2011,01/09/2011,Limited,Morphing Jar
March 2011,01/03/2011,01/09/2011,Limited,Necro Gardna
March 2011,01/03/2011,01/09/2011,Limited,Necroface
March 2011,01/03/2011,01/09/2011,Limited,Neo-Spacian Grand Mole
March 2011,01/03/2011,01/09/2011,Limited,Night Assailant
March 2011,01/03/2011,01/09/2011,Limited,One for One
March 2011,01/03/2011,01/09/2011,Limited,Plaguespreader Zombie
March 2011,01/03/2011,01/09/2011,Limited,Reasoning
March 2011,01/03/2011,01/09/2011,Limited,Reinforcement of the Army
March 2011,01/03/2011,01/09/2011,Limited,Return from the Different Dimension
March 2011,01/03/2011,01/09/2011,Limited,Right Arm of the Forbidden One
March 2011,01/03/2011,01/09/2011,Limited,Right Leg of the Forbidden One
March 2011,01/03/2011,01/09/2011,Limited,Royal Oppression
March 2011,01/03/2011,01/09/2011,Limited,Sangan
March 2011,01/03/2011,01/09/2011,Limited,Scapegoat
March 2011,01/03/2011,01/09/2011,Limited,Solemn Judgment
March 2011,01/03/2011,01/09/2011,Limited,Summoner Monk
March 2011,01/03/2011,01/09/2011,Limited,Swords of Revealing Light
March 2011,01/03/2011,01/09/2011,Limited,The Transmigration Prophecy
March 2011,01/03/2011,01/09/2011,Limited,Torrential Tribute
March 2011,01/03/2011,01/09/2011,Limited,Tragoedia
March 2011,01/03/2011,01/09/2011,Limited,Trap Dustshoot
March 2011,01/03/2011,01/09/2011,Limited,"Trishula, Dragon of the Ice Barrier"
March 2011,01/03/2011,01/09/2011,Limited,Wall of Revealing Light
March 2011,01/03/2011,01/09/2011,Semi-Limited,Archlord Kristya
March 2011,01/03/2011,01/09/2011,Semi-Limited,Bottomless Trap Hole
March 2011,01/03/2011,01/09/2011,Semi-Limited,Card Trooper
March 2011,01/03/2011,01/09/2011,Semi-Limited,Chain Strike
March 2011,01/03/2011,01/09/2011,Semi-Limited,Debris Dragon
March 2011,01/03/2011,01/09/2011,Semi-Limited,Destiny HERO - Malicious
March 2011,01/03/2011,01/09/2011,Semi-Limited,Icarus Attack
March 2011,01/03/2011,01/09/2011,Semi-Limited,Judgment Dragon
March 2011,01/03/2011,01/09/2011,Semi-Limited,Lonefire Blossom
March 2011,01/03/2011,01/09/2011,Semi-Limited,Magic Cylinder
March 2011,01/03/2011,01/09/2011,Semi-Limited,Magical Stone Excavation
March 2011,01/03/2011,01/09/2011,Semi-Limited,Megamorph
March 2011,01/03/2011,01/09/2011,Semi-Limited,Mystical Space Typhoon
March 2011,01/03/2011,01/09/2011,Semi-Limited,Ojama Trio
March 2011,01/03/2011,01/09/2011,Semi-Limited,Overload Fusion
March 2011,01/03/2011,01/09/2011,Semi-Limited,Royal Tribute
March 2011,01/03/2011,01/09/2011,Semi-Limited,Solemn Warning
March 2011,01/03/2011,01/09/2011,Semi-Limited,Spirit Reaper
March 2011,01/03/2011,01/09/2011,Released,Chaos Sorcerer
March 2011,01/03/2011,01/09/2011,Released,"Demise, King of Armageddon"
March 2011,01/03/2011,01/09/2011,Released,"Dewloren, Tiger King of the Ice Barrier"
March 2011,01/03/2011,01/09/2011,Released,Gold Sarcophagus
March 2011,01/03/2011,01/09/2011,Released,Skill Drain
March 2011,01/03/2011,01/09/2011,Released,Snipe Hunter
March 2011,01/03/2011,01/09/2011,Released,Ultimate Offering
September 2011,01/09/2011,01/03/2012,Forbidden,Brain Control
September 2011,01/09/2011,01/03/2012,Forbidden,Butterfly Dagger - Elma
September 2011,01/09/2011,01/03/2012,Forbidden,Card of Safe Return
September 2011,01/09/2011,01/03/2012,Forbidden,Change of Heart
September 2011,01/09/2011,01/03/2012,Forbidden,Chaos Emperor Dragon - Envoy of the End
September 2011,01/09/2011,01/03/2012,Forbidden,Cold Wave
September 2011,01/09/2011,01/03/2012,Forbidden,Confiscation
September 2011,01/09/2011,01/03/2012,Forbidden,Crush Card Virus
September 2011,01/09/2011,01/03/2012,Forbidden,Cyber Jar
September 2011,01/09/2011,01/03/2012,Forbidden,Cyber-Stein
September 2011,01/09/2011,01/03/2012,Forbidden,Dark Magician of Chaos
September 2011,01/09/2011,01/03/2012,Forbidden,Dark Strike Fighter
September 2011,01/09/2011,01/03/2012,Forbidden,Delinquent Duo
September 2011,01/09/2011,01/03/2012,Forbidden,Destiny HERO - Disk Commander
September 2011,01/09/2011,01/03/2012,Forbidden,Dimension Fusion
September 2011,01/09/2011,01/03/2012,Forbidden,Exchange of the Spirit
September 2011,01/09/2011,01/03/2012,Forbidden,Fiber Jar
September 2011,01/09/2011,01/03/2012,Forbidden,Fishborg Blaster
September 2011,01/09/2011,01/03/2012,Forbidden,Giant Trunade
September 2011,01/09/2011,01/03/2012,Forbidden,Goyo Guardian
September 2011,01/09/2011,01/03/2012,Forbidden,Graceful Charity
September 2011,01/09/2011,01/03/2012,Forbidden,Harpie's Feather Duster
September 2011,01/09/2011,01/03/2012,Forbidden,Imperial Order
September 2011,01/09/2011,01/03/2012,Forbidden,Last Turn
September 2011,01/09/2011,01/03/2012,Forbidden,Last Will
September 2011,01/09/2011,01/03/2012,Forbidden,Magical Scientist
September 2011,01/09/2011,01/03/2012,Forbidden,Magician of Faith
September 2011,01/09/2011,01/03/2012,Forbidden,Makyura the Destructor
September 2011,01/09/2011,01/03/2012,Forbidden,Mass Driver
September 2011,01/09/2011,01/03/2012,Forbidden,Metamorphosis
September 2011,01/09/2011,01/03/2012,Forbidden,Mind Master
September 2011,01/09/2011,01/03/2012,Forbidden,Mirage of Nightmare
September 2011,01/09/2011,01/03/2012,Forbidden,Painful Choice
September 2011,01/09/2011,01/03/2012,Forbidden,Pot of Greed
September 2011,01/09/2011,01/03/2012,Forbidden,Premature Burial
September 2011,01/09/2011,01/03/2012,Forbidden,Raigeki
September 2011,01/09/2011,01/03/2012,Forbidden,Rescue Cat
September 2011,01/09/2011,01/03/2012,Forbidden,Ring of Destruction
September 2011,01/09/2011,01/03/2012,Forbidden,Royal Oppression
September 2011,01/09/2011,01/03/2012,Forbidden,Sinister Serpent
September 2011,01/09/2011,01/03/2012,Forbidden,Sixth Sense
September 2011,01/09/2011,01/03/2012,Forbidden,Snatch Steal
September 2011,01/09/2011,01/03/2012,Forbidden,Substitoad
September 2011,01/09/2011,01/03/2012,Forbidden,Temple of the Kings
September 2011,01/09/2011,01/03/2012,Forbidden,The Forceful Sentry
September 2011,01/09/2011,01/03/2012,Forbidden,Thousand-Eyes Restrict
September 2011,01/09/2011,01/03/2012,Forbidden,Time Seal
September 2011,01/09/2011,01/03/2012,Forbidden,Tribe-Infecting Virus
September 2011,01/09/2011,01/03/2012,Forbidden,Tsukuyomi
September 2011,01/09/2011,01/03/2012,Forbidden,Victory Dragon
September 2011,01/09/2011,01/03/2012,Forbidden,Witch of the Black Forest
September 2011,01/09/2011,01/03/2012,Forbidden,Yata-Garasu
September 2011,01/09/2011,01/03/2012,Limited,Advanced Ritual Art
September 2011,01/09/2011,01/03/2012,Limited,Allure of Darkness
September 2011,01/09/2011,01/03/2012,Limited,Black Luster Soldier - Envoy of the Beginning
September 2011,01/09/2011,01/03/2012,Limited,Black Whirlwind
September 2011,01/09/2011,01/03/2012,Limited,Blackwing - Gale the Whirlwind
September 2011,01/09/2011,01/03/2012,Limited,Blackwing - Kalut the Moon Shadow
September 2011,01/09/2011,01/03/2012,Limited,Book of Moon
September 2011,01/09/2011,01/03/2012,Limited,"Brionac, Dragon of the Ice Barrier"
September 2011,01/09/2011,01/03/2012,Limited,Burial from a Different Dimension
September 2011,01/09/2011,01/03/2012,Limited,Card Destruction
September 2011,01/09/2011,01/03/2012,Limited,Ceasefire
September 2011,01/09/2011,01/03/2012,Limited,Charge of the Light Brigade
September 2011,01/09/2011,01/03/2012,Limited,Dandylion
September 2011,01/09/2011,01/03/2012,Limited,Dark Armed Dragon
September 2011,01/09/2011,01/03/2012,Limited,Dark Hole
September 2011,01/09/2011,01/03/2012,Limited,Debris Dragon
September 2011,01/09/2011,01/03/2012,Limited,Elemental HERO Stratos
September 2011,01/09/2011,01/03/2012,Limited,Emergency Teleport
September 2011,01/09/2011,01/03/2012,Limited,Exodia the Forbidden One
September 2011,01/09/2011,01/03/2012,Limited,Foolish Burial
September 2011,01/09/2011,01/03/2012,Limited,Formula Synchron
September 2011,01/09/2011,01/03/2012,Limited,Future Fusion
September 2011,01/09/2011,01/03/2012,Limited,Gateway of the Six
September 2011,01/09/2011,01/03/2012,Limited,Gladiator Beast Bestiari
September 2011,01/09/2011,01/03/2012,Limited,Gorz the Emissary of Darkness
September 2011,01/09/2011,01/03/2012,Limited,Heavy Storm
September 2011,01/09/2011,01/03/2012,Limited,Honest
September 2011,01/09/2011,01/03/2012,Limited,Infernity Launcher
September 2011,01/09/2011,01/03/2012,Limited,Left Arm of the Forbidden One
September 2011,01/09/2011,01/03/2012,Limited,Left Leg of the Forbidden One
September 2011,01/09/2011,01/03/2012,Limited,Legendary Six Samurai - Shi En
September 2011,01/09/2011,01/03/2012,Limited,Level Limit - Area B
September 2011,01/09/2011,01/03/2012,Limited,Limiter Removal
September 2011,01/09/2011,01/03/2012,Limited,Lonefire Blossom
September 2011,01/09/2011,01/03/2012,Limited,"Lumina, Lightsworn Summoner"
September 2011,01/09/2011,01/03/2012,Limited,Magical Explosion
September 2011,01/09/2011,01/03/2012,Limited,Marshmallon
September 2011,01/09/2011,01/03/2012,Limited,Mezuki
September 2011,01/09/2011,01/03/2012,Limited,Mind Control
September 2011,01/09/2011,01/03/2012,Limited,Mirror Force
September 2011,01/09/2011,01/03/2012,Limited,Monster Gate
September 2011,01/09/2011,01/03/2012,Limited,Monster Reborn
September 2011,01/09/2011,01/03/2012,Limited,Morphing Jar
September 2011,01/09/2011,01/03/2012,Limited,Necroface
September 2011,01/09/2011,01/03/2012,Limited,Neo-Spacian Grand Mole
September 2011,01/09/2011,01/03/2012,Limited,Night Assailant
September 2011,01/09/2011,01/03/2012,Limited,One for One
September 2011,01/09/2011,01/03/2012,Limited,Plaguespreader Zombie
September 2011,01/09/2011,01/03/2012,Limited,Pot of Avarice
September 2011,01/09/2011,01/03/2012,Limited,Primal Seed
September 2011,01/09/2011,01/03/2012,Limited,Reasoning
September 2011,01/09/2011,01/03/2012,Limited,Reinforcement of the Army
September 2011,01/09/2011,01/03/2012,Limited,Return from the Different Dimension
September 2011,01/09/2011,01/03/2012,Limited,Right Arm of the Forbidden One
September 2011,01/09/2011,01/03/2012,Limited,Right Leg of the Forbidden One
September 2011,01/09/2011,01/03/2012,Limited,Sangan
September 2011,01/09/2011,01/03/2012,Limited,Scapegoat
September 2011,01/09/2011,01/03/2012,Limited,Shien's Smoke Signal
September 2011,01/09/2011,01/03/2012,Limited,Solemn Judgment
September 2011,01/09/2011,01/03/2012,Limited,T.G. Hyper Librarian
September 2011,01/09/2011,01/03/2012,Limited,The Transmigration Prophecy
September 2011,01/09/2011,01/03/2012,Limited,Torrential Tribute
September 2011,01/09/2011,01/03/2012,Limited,Trap Dustshoot
September 2011,01/09/2011,01/03/2012,Limited,"Trishula, Dragon of the Ice Barrier"
September 2011,01/09/2011,01/03/2012,Limited,Wall of Revealing Light
September 2011,01/09/2011,01/03/2012,Semi-Limited,Archlord Kristya
September 2011,01/09/2011,01/03/2012,Semi-Limited,Bottomless Trap Hole
September 2011,01/09/2011,01/03/2012,Semi-Limited,Call of the Haunted
September 2011,01/09/2011,01/03/2012,Semi-Limited,Card Trooper
September 2011,01/09/2011,01/03/2012,Semi-Limited,Chain Strike
September 2011,01/09/2011,01/03/2012,Semi-Limited,Destiny Draw
September 2011,01/09/2011,01/03/2012,Semi-Limited,Destiny HERO - Malicious
September 2011,01/09/2011,01/03/2012,Semi-Limited,"Dewloren, Tiger King of the Ice Barrier"
September 2011,01/09/2011,01/03/2012,Semi-Limited,Magic Cylinder
September 2011,01/09/2011,01/03/2012,Semi-Limited,Magical Stone Excavation
September 2011,01/09/2011,01/03/2012,Semi-Limited,Mind Crush
September 2011,01/09/2011,01/03/2012,Semi-Limited,Necro Gardna
September 2011,01/09/2011,01/03/2012,Semi-Limited,Ojama Trio
September 2011,01/09/2011,01/03/2012,Semi-Limited,Royal Tribute
September 2011,01/09/2011,01/03/2012,Semi-Limited,Solemn Warning
September 2011,01/09/2011,01/03/2012,Semi-Limited,Summoner Monk
September 2011,01/09/2011,01/03/2012,Semi-Limited,Swords of Revealing Light
September 2011,01/09/2011,01/03/2012,Semi-Limited,Tragoedia
September 2011,01/09/2011,01/03/2012,Released,Gravity Bind
September 2011,01/09/2011,01/03/2012,Released,Icarus Attack
September 2011,01/09/2011,01/03/2012,Released,Judgment Dragon
September 2011,01/09/2011,01/03/2012,Released,Megamorph
September 2011,01/09/2011,01/03/2012,Released,Mystical Space Typhoon
September 2011,01/09/2011,01/03/2012,Released,Overload Fusion
September 2011,01/09/2011,01/03/2012,Released,Spirit Reaper
March 2012,01/03/2012,01/09/2012,Forbidden,Brain Control
March 2012,01/03/2012,01/09/2012,Forbidden,Butterfly Dagger - Elma
March 2012,01/03/2012,01/09/2012,Forbidden,Card of Safe Return
March 2012,01/03/2012,01/09/2012,Forbidden,Change of Heart
March 2012,01/03/2012,01/09/2012,Forbidden,Chaos Emperor Dragon - Envoy of the End
March 2012,01/03/2012,01/09/2012,Forbidden,Cold Wave
March 2012,01/03/2012,01/09/2012,Forbidden,Confiscation
March 2012,01/03/2012,01/09/2012,Forbidden,Crush Card Virus
March 2012,01/03/2012,01/09/2012,Forbidden,Cyber Jar
March 2012,01/03/2012,01/09/2012,Forbidden,Cyber-Stein
