card_id,card_name,category,justification,card_text
90386276,Sinful Spoils Sanctification,Extender,"This card’s effects require a specific setup to be used (a ""Diabell"" monster in the GY/banishment or a monster in the Spell & Trap Zone). Its purpose is to Special Summon a monster, which serves to continue or extend your plays after your initial combo has started, fitting the definition of an Extender.","You can activate 1 of these effects;
● Target 1 ""Diabell"" monster in your GY or banishment; discard 1 card, and if you do, Special Summon that monster.
● Target 1 face-up Monster Card in your Spell & Trap Zone; Special Summon it.
You can only use this effect of ""Sinful Spoils Sanctification"" once per turn."
76948970,"Mitsurugi no Miko, Wousu",Board Breaker,"The card's main effect allows you to Special Summon it by Tributing an opponent's monster, providing non-targeting removal from the hand. This is a classic board-breaking mechanic used to dismantle an opponent's established field, making it a powerful tool for going second.","You can Special Summon this card (from your hand) by Tributing 1 other Reptile monster from your hand and 1 monster your opponent controls, but you cannot Special Summon nor activate monster effects for the rest of this turn, except Reptile monsters. You can only Special Summon ""Mitsurugi no Miko, Wousu"" once per turn this way. If this card is Tributed: You can discard 1 card, and if you do, add this card to your hand. You can only use this effect of ""Mitsurugi no Miko, Wousu"" once per turn."
3048768,Angello Vaalmonica,Starter,"Its monster effect can be activated from the hand by discarding one card to place both itself and ""Dimonno Vaalmonica"" from the Deck into the Pendulum Zones. This single action establishes the deck's core engine and enables its main plays without any prior setup, making it a quintessential starter.","[ Pendulum Effect ] 
Each time you gain LP while you control a Fiend Monster Card in your other Pendulum Zone, place 1 Resonance Counter on this card. Once per turn, when an opponent's monster declares an attack, you can: Immediately after this effect resolves, Link Summon 1 ""Vaalmonica"" Link Monster.

[ Monster Effect ] 
If this card is in your hand: You can discard 1 other card; take 1 ""Dimonno Vaalmonica"" from your Deck, and place this card and that card in your Pendulum Zones. During your Main Phase, if this card was Normal or Special Summoned this turn: You can banish 1 ""Vaalmonica"" Normal Spell/Trap from your GY; apply whichever effect on that card includes gaining LP. You can only use each effect of ""Angello Vaalmonica"" once per turn."
41522092,Number F0: Utopic Future Zexal,,"This card is a ""boss monster,"" summoned as the end goal of a combo, not as a component to start or extend it. Its summoning condition requires an already established board of two Xyz monsters, disqualifying it as a Starter. Its role is to establish a powerful on-field presence with protection and a Quick Effect to disrupt the opponent, not to continue your own combo chain (Extender) or to be used reactively from the hand (Handtrap). While it can remove an opponent's monster, its primary function is as a proactive setup on your turn, not as a tool to dismantle an existing board (Board Breaker).","2 Xyz Monsters with the same Rank
(This card's original Rank is always treated as 1.)
Gains ATK/DEF equal to the combined Ranks of all Xyz Monsters you control and in your opponent's GY x 500. Your opponent's monsters cannot target monsters for attacks, except this one, also your opponent cannot target other cards on the field with card effects. Once per turn, when your opponent activates a card or effect on the field (Quick Effect): You can detach 1 material from this card; take control of 1 monster your opponent controls, also for the rest of this turn, this card cannot be destroyed by battle or card effects."
95561146,Apophis the Serpent,Starter,"This card can be activated by itself, without any other cards on the field. Its effect establishes a board by summoning a monster and sets up a follow-up play by setting another key ""Apophis"" Trap from the Deck, which can be activated that same turn. This makes it an ideal one-card starter for its deck's main line of play.","Special Summon this card as a Normal Monster (Reptile/EARTH/Level 4/ATK 1600/DEF 1800) (this card is also still a Trap), then you can Set 1 ""Apophis"" Trap from your Deck, except ""Apophis the Serpent"". It can be activated this turn. If this card is sent to the GY: You can add 1 ""Embodiment of Apophis"" from your Deck to your hand. You can only use each effect of ""Apophis the Serpent"" once per turn."
71768839,I.A.S. -Invasive Alien Species-,Board Breaker,"This card's primary effect is to destroy an opponent's monster, a role designed to dismantle an established field. Its activation condition requires the opponent to already have a card in their Field Zone, making it most effective for breaking an opponent's setup rather than starting your own plays. Its self-revival effect from the GY further supports its role as a persistent threat that can repeatedly clear opposing monsters.","Cannot be destroyed by battle or card effects while your opponent has a face-up card in their Field Zone. You can only use each of the following effects of ""I.A.S. -Invasive Alien Species-"" once per turn. If your opponent has a face-up card in their Field Zone: You can target 1 monster they control; destroy it, and if you do, this card gains 1000 ATK. If your opponent has a face-up card in their Field Zone, while this card is in your GY: You can Special Summon this card."
10125011,Constellar Tellarknights,Extender,"This card's effects require prior setup to use. It either Special Summons a monster from the hand/GY (requiring a monster to be there) or uses an Xyz Monster already on the field to summon another. Both effects serve to continue or extend plays after a combo has started, fitting the definition of an Extender.","When this card is activated: You can Special Summon 1 ""tellarknight"" or ""Constellar"" monster from your hand or GY. You can target 1 ""tellarknight"" or ""Constellar"" Xyz Monster you control; Special Summon from your Extra Deck, 1 ""tellarknight"" or ""Constellar"" Xyz Monster with a different Rank, by using that Xyz Monster you control as material. (This is treated as an Xyz Summon. Transfer its materials to the Summoned monster.) You can only use this effect of ""Constellar Tellarknights"" once per turn. You can only activate 1 ""Constellar Tellarknights"" per turn."
16246535,Silent Psychic Magician,Extender,"This card is a Synchro Monster, meaning it requires other monsters on the field to be summoned first. Its effect activates upon being summoned to revive another monster from the GY or banishment, directly extending the combo by providing more material for further plays. It continues a play that is already in progress, fitting the definition of an Extender.","1 Tuner + 1+ non-Tuner monsters
If this card is Special Summoned: You can target 1 Level 4 or lower Psychic monster in your GY or banishment; Special Summon it, then you can increase its Level by 1, also you cannot Special Summon from the Extra Deck for the rest of this turn, except Psychic monsters. You can only use this effect of ""Silent Psychic Magician"" once per turn. If this card you control would be used as Synchro Material, you can treat it as a non-Tuner."
7375867,Dracotail Mululu,Starter,"This card's primary role is to initiate the ""Dracotail"" deck's main Fusion Summoning strategy. Its Quick Effect allows it to begin a core play by using itself and another monster from the hand or field. Upon a successful summon, its second effect immediately generates significant advantage by setting a themed Spell/Trap and negating an opponent's monster, making it a powerful and ideal opening play.","During the Main Phase (Quick Effect): You can Fusion Summon 1 ""Dracotail"" Fusion Monster from your Extra Deck, using monsters from your hand or field, also you cannot Special Summon from the Extra Deck for the rest of this turn, except Fusion Monsters. If this card is sent to the GY as material for a Fusion Summon: You can Set 1 ""Dracotail"" Spell/Trap from your Deck, then you can negate the effects of 1 face-up monster your opponent controls. You can only use each effect of ""Dracotail Mululu"" once per turn."
47873397,Totem Pole,,"This card's effects are primarily defensive, offering protection from targeting and negating attacks for specific monsters you already control. It does not start your plays, extend your combos, break the opponent's board, or act as a handtrap. Since its role is to support an established field rather than fitting into any of the proactive or reactive categories provided, it does not match any of the given classifications.","Your opponent cannot target Rock monsters you control with 0 original ATK, with card effects. Once per battle, when an opponent's monster declares an attack: You can negate that attack, and if you do, place 1 counter on this card. If this card has 3 counters, send it to the GY. If you have 3 or more Rock monsters in your GY with 0 ATK and different names from each other: You can banish this card from your GY; any effect damage your opponent takes this turn is doubled."
87837090,Kuibelt the Blade Dragon,Extender,"This is a Synchro monster that requires other monsters on the field to be summoned. Its on-summon effect to destroy a card is not a starting play but a continuation, using your established board to remove an opponent's card and extend your plays by clearing a threat.","1 Tuner + 1+ non-Tuner monsters
If this card is Synchro Summoned: You can target 1 card on the field; destroy it. If this card on the field is destroyed: You can target 1 face-up monster on the field; that monster cannot attack until the end of your opponent's turn. You can only use each effect of ""Kuibelt the Blade Dragon"" once per turn."
25131968,Ken the Warrior Dragon,Garnet,"Ken the Warrior Dragon's primary role is to be Special Summoned from the Deck by the effect of ""Gen the Diamond Tiger"" to enable further plays (like an Xyz Summon). Drawing ""Ken the Warrior Dragon"" is suboptimal, as it prevents this primary combo line and its own on-field effect is not advantageous. Therefore, it is a card required for an engine to function but is undesirable to have in the opening hand, fitting the definition of a Garnet.","Once per turn, at the end of the Battle Phase: Return this card from the field to the hand. You can only use each of the following effects of ""Ken the Warrior Dragon"" once per turn. During your Main Phase: You can Special Summon 1 ""Gen the Diamond Tiger"" from your hand or Deck to your opponent's field in Defense Position. If this card is Special Summoned by the effect of ""Gen the Diamond Tiger"": Your opponent draws 2 cards, then they discard 1 card."
6812770,Performage Cup Tricker,Extender,"The card's primary monster effect is to Special Summon itself from the hand, but this is conditional on an Xyz Monster already being on the field. This means it cannot start a line of play by itself, but instead serves to continue or extend a combo after an Xyz Monster has been summoned.","[ Pendulum Effect ] 
You can target 1 ""Performage"" Xyz Monster you control; attach this card to it as material. If a card(s) is added to your Extra Deck (except during the Damage Step): You can add 1 face-up ""Performage"" Pendulum Monster from your Extra Deck to your hand. You can only use each effect of ""Performage Cup Tricker"" once per turn.

[ Monster Effect ] 
If this card is in your hand: You can target 1 Xyz Monster on the field; detach 1 material from it, and if you do, Special Summon this card, then make 1 Xyz Monster on the field lose 600 ATK. If this card is detached from an Xyz Monster and sent to the GY to activate that monster's effect: You can target 2 Xyz Monsters you control; attach 1 material from 1 of those monsters to the other. You can only use each effect of ""Performage Cup Tricker"" once per turn."
21347668,Purrely Sleepy Memory,Starter,"This card can be activated from the hand without any prior field setup. Its effect to Special Summon a Level 1 ""Purrely"" monster directly from the Deck is a primary way to begin the Purrely archetype's main combo sequence, making it an ideal opening card.","The next battle or effect damage you take this turn will become 0. You can also immediately apply the following effect.
● Discard 1 card, and if you do, Special Summon 1 Level 1 ""Purrely"" monster from your Deck.
A ""Purrely"" Xyz Monster that has this card as material gains the following effect.
● Once per turn, during your opponent's Standby Phase: You can draw 1 card."
78293584,Filia Diabell,Starter,"This card's primary effect allows you to search for or Special Summon a key combo piece (""Diabell"" monster) directly from your Deck. This requires no prior setup, making it a perfect opening card to begin your main plays.","Add 1 Level 8 or higher ""Diabell"" monster from your Deck to your hand, or if only your opponent controls a monster, you can Special Summon it instead. If this card is banished: You can make all ""Diabell"" monsters you currently control gain 500 ATK. You can only use each effect of ""Filia Diabell"" once per turn."
20904475,Kairo Ryu-Ge Emva,Starter,"This card can be discarded from the hand to search for its archetype's Field Spell (""Ryu-Ge Realm - Sea Spires""). This is a self-sufficient opening move that initiates the deck's main line of play, fitting the definition of a Starter. The effect also sets up its own graveyard effect for a future Special Summon, further solidifying its role as a combo initiator.","You can discard this card; add 1 ""Ryu-Ge Realm - Sea Spires"" from your Deck to your hand. During your Main Phase, if 2 or more monsters were sent from the hand and/or Deck to the GY this turn, except ""Kairo Ryu-Ge Emva"": You can Special Summon this card from your GY. You can place 1 ""Ryu-Ge Realm - Sea Spires"" you control on the bottom of the Deck; banish your opponent's entire hand, and if you do, they draw the same number of cards. You can only use each effect of ""Kairo Ryu-Ge Emva"" once per turn."
66518509,Mementotlan Fusion,Extender,"This card's primary effect to Fusion Summon requires existing monsters in the hand or on the field, meaning a play must have already started. Its secondary effect activates from the Graveyard to destroy a monster you control and search another card, which serves as a follow-up or continuation of your combo line, fitting the definition of an Extender.","During the Main Phase: Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as material, including a ""Memento"" monster. If a monster(s) in your possession was destroyed by card effect this turn, you can also shuffle ""Memento"" monsters from your GY into the Deck as material. During your Main Phase: You can banish this card from your GY; destroy 1 monster you control, and if you do, add 1 ""Memento"" Spell/Trap from your Deck to your hand. You can only use each effect of ""Mementotlan Fusion"" once per turn."
65889305,Argostars - Lightning Tydeu,Starter,"This card's main effect Special Summons itself as a monster and then searches an ""Argostars"" card from the deck. This sequence of establishing a body on the field and adding a key combo piece to the hand is the primary function of a Starter. While as a Trap it is slower than a typical monster starter, its purpose is to initiate the deck's main line of play.","While this card is face-up in the Spell & Trap Zone, Warrior monsters you control gain 500 ATK/DEF. Once per turn: You can discard 1 card; Special Summon this card as an Effect Monster (Warrior/LIGHT/Level 4/ATK 2000/DEF 2000) with the following effect (this card is also still a Trap), then you can add 1 ""Argostars"" card from your Deck to your hand, except ""Argostars - Lightning Tydeu"".
● Once per turn (Quick Effect): You can place this card face-up in your Spell & Trap Zone."
29111045,Goblin Biker Grand Breakout,Starter,"This card's primary effect tributes one monster to Special Summon a ""Goblin"" monster directly from the Deck. This is the main way the ""Goblin Biker"" deck initiates its core combos, by converting any monster on the field (like your Normal Summon) into the specific ""Goblin"" monster needed to begin their line of play. While it requires a monster on the field, its role is to begin the archetype's main engine, classifying it as a Starter.","Tribute 1 monster; Special Summon 1 ""Goblin"" monster from your Deck, but it cannot attack this turn. When a monster declares an attack: You can banish this card from your GY and detach any number of materials from ""Goblin"" Xyz Monsters you control; all monsters your opponent currently controls lose 1000 ATK for each material detached, until the end of this turn. You can only use each effect of ""Goblin Biker Grand Breakout"" once per turn."
92248362,K9-17 Izuna,Starter,"This card can be easily Normal Summoned, and its effect upon being summoned sends a ""K9"" card from the Deck to the GY. This ""Foolish Burial"" effect is a powerful way to begin a deck's main line of play by setting up the Graveyard, making it an ideal starter card. Its ability to Special Summon itself from the hand also allows it to function as an extender, but its primary role is to initiate combos.","If your opponent has 2 or more cards in their hand, you can Normal Summon this card without Tributing. You can only use each of the following effects of ""K9-17 Izuna"" once per turn. During the Main Phase, if your opponent has activated a monster effect in the hand or GY this turn (Quick Effect): You can Special Summon this card from your hand. If this card is Normal or Special Summoned: You can send 1 ""K9"" card from your Deck to the GY, except ""K9-17 Izuna""."
92650749,Mature Chronicle,Extender,"This card's effects are dependent on having already started your plays by Special Summoning ""Yubel"" monsters to accumulate Chronicle Counters. It cannot initiate a combo on its own. Its role is to provide a toolbox of powerful follow-up effects—like reviving a monster, searching ""Super Polymerization,"" or destroying a card—that extend and enhance an already established board state.","Each time a monster(s) is Special Summoned that is a ""Yubel"" monster or mentions ""Yubel"", place 1 Chronicle Counter on this card. You can remove Chronicle Counters from your field to activate 1 of these effects;
● 1: Special Summon 1 ""Yubel"" from your GY.
● 2: Add 1 of your banished cards to your hand.
● 3: Banish 1 card from your Deck.
● 4: Destroy 1 card on the field.
● 5: Add 1 ""Super Polymerization"" from your Deck to your hand.
You can only use this effect of ""Mature Chronicle"" once per turn."
52607696,Mirage Mirror Force,Board Breaker,"This card's primary effect is activated reactively to remove a threat from the opponent's field. When an opponent's monster attacks, this trap removes that monster from the field, directly answering an established threat and breaking the opponent's battle plan.","When an opponent's monster declares an attack: Special Summon 1 Illusion monster from your hand or GY, and if you do, return the attacking monster to the hand. If a face-up Illusion monster(s) you control leaves the field by an opponent's card effect, while this card is in your GY (except during the Damage Step): You can banish this card; Special Summon 1 Illusion monster from your hand or GY. You can only use this effect of ""Mirage Mirror Force"" once per turn."
53276089,Ryzeal Mass Driver,Extender,"The card's effect requires you to already have a ""Ryzeal"" monster and a Rank 4 Xyz monster on the field to gain its full value. Its purpose is not to start a combo, but to enhance an existing board by providing an ATK boost and an extra Xyz material. This allows for further plays after your main combo has started, fitting the definition of an Extender.","Apply the following effect, then you can attach this card to a Rank 4 Xyz Monster you control.
● For the rest of this turn, all ""Ryzeal"" monsters you control gain 1000 ATK.
If this card is sent to the GY, except from the field: You can target 1 card in your opponent's GY; banish it. You can only use each effect of ""Ryzeal Mass Driver"" once per turn."
80570228,Anarchist Monk of the Six Samurai,Extender,"This card's primary effect allows it to be Special Summoned from the hand if you already control another ""Six Samurai"" monster. This activation condition means it cannot start a play on its own but serves to extend an existing board presence, enabling further Synchro or Link Summons and continuing your combo.","If you control a ""Six Samurai"" monster other than ""Anarchist Monk of the Six Samurai"", you can Special Summon this card (from your hand). You can only Special Summon ""Anarchist Monk of the Six Samurai"" once per turn this way. You can only use each of the following effects of ""Anarchist Monk of the Six Samurai"" once per turn. If this card is sent from the field to the GY: You can add 1 ""Six Samurai"" Quick-Play Spell from your Deck to your hand. A ""Six Samurai"" monster that was Synchro Summoned using this card gains this effect.
● The Levels of all monsters your opponent controls are reduced by 1."
53404966,Infernoble Knight Ricciardetto,Extender,"This card’s effects serve to continue or extend plays rather than starting them. Its first effect requires another FIRE Warrior monster in hand to Special Summon, and its second effect requires a FIRE Warrior monster already in the Graveyard to revive. Since it relies on having other specific resources available in hand or GY, its primary role is to extend combos that are already in progress.","You can banish this card from your hand or GY; Special Summon 1 Level 4 or lower FIRE Warrior monster from your hand as a Tuner. If this card is Normal or Special Summoned: You can target 1 Level 4 or lower FIRE Warrior monster in your GY, except ""Infernoble Knight Ricciardetto""; Special Summon it, also you cannot Special Summon monsters for the rest of this turn, except Warrior monsters. You can only use 1 ""Infernoble Knight Ricciardetto"" effect per turn, and only once that turn."
91810826,Tenpai Dragon Chundra,Extender,"This card's primary effect to get onto the field is its ability to Special Summon itself from the hand, which requires you to already control a FIRE Dragon monster. This condition means it cannot start your plays on its own but is used to continue a combo that has already begun, fitting the definition of an Extender. Its other effects, which trigger during the Battle Phase, also serve to further extend your plays into a Synchro Summon.","Once per turn, during the Battle Phase, you can (Quick Effect): Immediately after this effect resolves, Synchro Summon using this card you control. You can only use each of the following effects of ""Tenpai Dragon Chundra"" once per turn. If you control a FIRE Dragon monster: You can Special Summon this card from your hand. At the start of the Damage Step, if a monster battles: You can Special Summon 1 Level 4 or lower FIRE Dragon monster from your Deck, except ""Tenpai Dragon Chundra""."
9709452,"Gaia Blaze, the Force of the Sun",Board Breaker,This card's effects are entirely focused on combat and are used to dismantle an opponent's established field. Its primary ability to attack a second time after destroying a monster by battle allows it to remove multiple threats. This role of proactively clearing the board through battle makes it a classic Board Breaker.,"1 Tuner + 1+ non-Tuner monsters
If this attacking card destroys an opponent's monster by battle: It can make a second attack in a row. Once per turn, at the end of the Battle Phase: You can target FIRE monsters in your GY up to the number of monsters this card destroyed by battle this turn; add them to your hand."
11654067,Fire Ejection,Starter,"This card can be activated without any prior setup to send a key Pyro monster from the Deck to the GY. This effect is a primary way to initiate combos for graveyard-centric Pyro decks (like ""Volcanic""), making it an ideal card to open with to start your main line of play.","Send 1 Pyro monster from your Deck to the GY, then, if you sent a ""Volcanic"" monster to the GY, you can apply 1 of these effects.
● Inflict damage to your opponent equal to its Level x 100.
● Special Summon 1 ""Bomb Token"" (Pyro/FIRE/Level 1/ATK 1000/DEF 1000) to your opponent's field. Each time 1 is destroyed, its controller takes 500 damage.
You can only activate 1 ""Fire Ejection"" per turn."
5852388,Xeno Meteorus,Extender,"The card's first effect Special Summons itself from the hand only after another card has been destroyed, meaning a play has already occurred. Its primary combo effect requires it to already be on the field, using another Dinosaur monster you control or have in hand to further your plays. This role of continuing a sequence after an initial move has been made fits the definition of an Extender.","If a card(s) is destroyed by battle or card effect: You can Special Summon this card from your hand. During your Main Phase: You can destroy 1 Dinosaur monster in your hand or field, then Special Summon 1 Dinosaur Normal Monster from your hand or Deck, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Dragon, Dinosaur, Sea Serpent, or Wyrm monsters. You can only use each effect of ""Xeno Meteorus"" once per turn."
46174776,Azamina Moa Regina,Extender,"This card is summoned from the Extra Deck, requiring prior setup (having its materials available). Its first effect Special Summons an Illusion monster from the Graveyard, which directly continues and extends your plays by providing another monster on the field for further combo lines. This fits the definition of an extender, as it builds upon an existing board state to generate more value.","1 Illusion monster + 1 Level 6 or higher Fiend monster
You can target 1 Illusion monster in your GY, except ""Azamina Moa Regina""; Special Summon it. When an ""Azamina"" or ""Sinful Spoils"" card or effect is activated, except ""Azamina Moa Regina"" (Quick Effect): You can target up to 2 cards on the field; destroy them. You can only use each effect of ""Azamina Moa Regina"" once per turn."
15171722,Evolsaur Lios,Starter,"This card can be Normal Summoned to immediately activate its effect, which sets a key combo Spell/Trap (""Evolutionary Bridge"" or ""Evo-Singularity"") from the Deck. This ability to single-handedly initiate the deck's main line of play without needing any prior board presence makes it a quintessential Starter.","If this card is Normal or Special Summoned: You can Set 1 ""Evolutionary Bridge"" or ""Evo-Singularity"" directly from your Deck. During your Main Phase, if you control this card that was Normal Summoned, or Special Summoned by the effect of a FIRE monster: You can send 1 FIRE Reptile or Dinosaur monster from your Deck to the GY, then you can make 2 monsters on the field become the same Type and Level as that monster sent to the GY. You can only use each effect of ""Evolsaur Lios"" once per turn."
78077209,Diabolica the Draconique General,Extender,"The card's main effect Special Summons itself from the hand or GY, but only after another Fiend monster is sent to the GY by a card effect. This condition requires a play to have already been initiated, and this card's summon serves to continue or extend that line of play for further combos.","If a Fiend monster(s), except ""Diabolica the Draconique General"", is sent to your GY by card effect (except during the Damage Step): You can Special Summon this card from your GY (if it was there when the monster was sent) or hand (even if not), but banish it when it leaves the field. If this card is sent to the GY by card effect: You can target 1 Fiend monster in your GY, except ""Diabolica the Draconique General""; add it to your hand. You can only use 1 ""Diabolica the Draconique General"" effect per turn, and only once that turn."
81096431,Drake Shark,Extender,"This card's Special Summon condition triggers only when it's added to the hand by an effect (not drawn), requiring another card to initiate its presence on the field. Additionally, its ability to count as two Xyz materials for specific summons helps continue and extend your plays, facilitating the summon of stronger monsters after a combo has started.","A ""Shark Drake"" Xyz Monster that has this card as material gains this effect.
● Once per turn: You can detach 2 materials from this card, then target 1 Spell/Trap on the field; attach it to this card as material.
You can only use each of the following effects of ""Drake Shark"" once per turn. If this card is added to your hand, except by drawing it: You can Special Summon this card. This card can be treated as 2 materials for the Xyz Summon of a WATER Xyz Monster that requires 3 or more materials."
83793721,Flowering Etoile the Melodious Magnificat,Board Breaker,"Once Fusion Summoned, this card's Quick Effect allows it to return multiple face-up cards your opponent controls to their hand. This effect directly neutralizes or eliminates established threats on the opponent's field, functioning as a powerful form of disruption and board clearing, which is a key characteristic of a Board Breaker, especially given its Quick Effect timing.","1 ""Melodious Maestra"" monster + 2 ""Melodious"" monsters
(Quick Effect): You can banish (until the End Phase) any number of ""Melodious"" monsters you control, then you can return up to that many face-up cards your opponent controls to the hand. You can only use this effect of ""Flowering Etoile the Melodious Magnificat"" once per turn. If this face-up Fusion Summoned card in its owner's control leaves the field because of an opponent's card: You can Special Summon 1 ""Melodious"" monster from your Deck or Extra Deck, except ""Flowering Etoile the Melodious Magnificat""."
9213491,Serene Psychic Girl,Starter,"Upon Normal or Special Summon, this card can immediately Special Summon another Psychic monster from the Deck, allowing it to begin a main line of play and make significant progress towards establishing a board and setting up further combos, even by itself as a Normal Summon.","If this card is Normal or Special Summoned: You can banish 1 card from your hand, and if you do, Special Summon 1 Level 4 or lower Psychic monster from your Deck, except ""Serene Psychic Girl"", also you cannot Special Summon from the Extra Deck for the rest of this turn, except Psychic monsters. You can target face-up monsters on the field up to the number of Psychic monsters you control; increase their Levels by 1 until the end of this turn. You can only use each effect of ""Serene Psychic Girl"" once per turn."
15982593,Centur-Ion Legatia,Extender,"This card is a Synchro Monster, requiring specific materials to be summoned. Its effects, particularly drawing a card and destroying an opponent's monster upon Special Summon, provide card advantage and remove threats, allowing the player to continue or optimize their plays after the initial Synchro Summoning setup has occurred. It helps push through interruptions or get more value after the main combo starts, rather than initiating it.","1 Tuner + 1+ non-Tuner monsters
Your monsters with 2000 or less ATK cannot be destroyed by battle. You can only use each of the following effects of ""Centur-Ion Legatia"" once per turn. If this card is Special Summoned: You can draw 1 card, then you can destroy the monster your opponent controls with the highest ATK (your choice, if tied). During the End Phase: You can place 1 non-Synchro ""Centur-Ion"" monster from your hand or GY in your Spell & Trap Zone as a face-up Continuous Trap."
46956301,White Aura Porpoise,Extender,"As an Extra Deck monster, this card is not a starter. Its primary effect activates upon being Synchro Summoned, which means a play has already begun. It then Special Summons additional monsters to continue or extend the current combo, perfectly fitting the role of an extender by building more board presence or enabling further summons. Its revival effect also provides follow-up or recovery to extend plays.","1 WATER Tuner + 1+ non-Tuner monsters
If this card is Synchro Summoned: You can Special Summon 1 Level 4 or lower Fish monster from your hand or GY in Defense Position, then you can Special Summon 1 monster with that same name from your GY. You can only use this effect of ""White Aura Porpoise"" once per turn. If this card in your possession is destroyed by your opponent's card and sent to your GY: You can banish 1 other WATER monster from your GY; Special Summon this card, and if you do, it is treated as a Tuner."
63017368,Wedju Temple,Starter,"This card can be activated during your Main Phase to directly place a ""Millennium"" monster from your Deck into your Spell & Trap Zone, effectively searching a key piece of your archetype's strategy. This allows you to begin your main combo or line of play by assembling necessary components, making it a powerful opener for the ""Millennium"" theme.","During your Main Phase: You can place 1 monster from your hand in your Spell & Trap Zone as a face-up Continuous Spell, then place 1 ""Millennium"" monster from your Deck in your Spell & Trap Zone as a face-up Continuous Spell. You can only use this effect of ""Wedju Temple"" once per turn. If a face-up ""Millennium"" monster(s) you control is destroyed by battle or card effect, you can place it in your Spell & Trap Zone as a face-up Continuous Spell, instead of sending it to the GY."
97223101,That's 10!,Extender,"This card requires 10 prior card activations on the field to fully activate its main effect, fitting the criteria of needing ""something to have started already."" Once its condition is met, it sets a Continuous Trap from the Deck that can Special Summon itself as a monster, providing ""more value"" or ""extending"" the player's board and plays after significant setup.","Each time a card or effect is activated, except ""That's 10!"": You can place 1 Access Counter on this card (max. 10). Monsters you control gain 100 ATK for each Access Counter on this card. If the 10th Access Counter is placed on this card: You can return this card to the hand, and if you do, Set from your Deck, 1 Continuous Trap with an effect that Special Summons itself as a monster. It can be activated this turn."
36848764,Sweet Roommaid,Extender,"The card's effect activates in response to cards being sent from hand or Deck to the GY, a common action during a player's own combo. By recycling a card from the GY back into the Deck, ""Sweet Roommaid"" enables the player to recover crucial resources, allowing them to continue or extend their plays or gain more value after a primary action has occurred, fitting the role of an extender.","If a card(s) is sent from the hand and/or Deck to the GY: Target 1 card in either GY; shuffle it into the Deck. You can only activate 1 ""Sweet Roommaid"" per turn."
42952160,Split Mirror of the Underworld,,"This card is a reactive Trap that activates when damage is taken from the opponent. Its effects provide either defensive recovery (Special Summon and end Battle Phase) or counter-damage (burn). It does not initiate main combos (not a Starter), cannot be activated from the hand (not a Handtrap), does not extend one's own plays (not an Extender), and does not directly remove or neutralize established threats on the opponent's field (not a Board Breaker). It is also not a necessary but undesirable draw for a combo (not a Garnet). Therefore, it does not fit the provided categories.","When you take damage from your opponent's card effect or their monster's attack: Apply the appropriate effect based on the type of damage.
● Battle: Special Summon 1 monster from your GY, with ATK less than or equal to the damage, and if you do, end the Battle Phase after the Damage Step.
● Effect: Inflict double the damage you took to your opponent.
You can only activate 1 ""Split Mirror of the Underworld"" per turn."
69718652,Ritual Beast Ulti-Nochiudrago,Extender,"This card is an Extra Deck monster that requires specific Ritual Beast materials to be summoned. Its Quick Effect allows it to return itself to the Extra Deck and Special Summon a banished Ritual Beast monster, which is a core ""tag-out"" mechanic used by Ritual Beast decks to extend combos, dodge interruptions, or recover resources after an initial play has been made.","1 ""Ritual Beast Tamer"" monster + 1 ""Spiritual Beast"" monster
Must be Special Summoned (from your Extra Deck) by banishing the above cards from your field and/or GY. You can only Special Summon ""Ritual Beast Ulti-Nochiudrago(s)"" once per turn. Your opponent cannot target other ""Ritual Beast"" monsters you control with card effects. (Quick Effect): You can return this card to the Extra Deck, then target 1 of your banished ""Ritual Beast"" monsters; Special Summon it, but it cannot attack directly."
73714736,Flame Swordsrealm,Extender,"The card's primary activated effect allows Special Summoning ""Flame Swordsman"" from the Extra Deck by sending a monster from the hand or field to the GY. This requires an existing resource (a monster to send) to further develop the board or combo, fitting the definition of an Extender that continues or extends plays after something has already started. The other effects (Normal Summon protection and battle trick) are supportive but do not initiate a main combo.","Your opponent cannot activate cards or effects when you Normal Summon a FIRE Warrior monster. Once per turn: You can send 1 monster from your hand or face-up field to the GY; Special Summon 1 ""Flame Swordsman"" from your Extra Deck. (This is treated as a Fusion Summon.) Once per turn, when a monster declares an attack: You can target 1 Warrior monster you control; until the end of this turn, it loses exactly 1000 ATK, but all other monsters you currently control gain 1000 ATK."
58354899,Vulcarrion the Rotting Phoenix,Extender,"This card requires another Zombie monster to already be on the field to Special Summon itself from the hand, fitting the definition of an extender that continues or extends plays after something has already started. Its second effect also facilitates further Special Summons, pushing combo progression.","If you control a Zombie monster: You can Special Summon this card from your hand. During your Main Phase: You can return this card from the field to the hand, then you can Special Summon 1 Zombie monster from your hand. You can only use each effect of ""Vulcarrion the Rotting Phoenix"" once per turn."
