card_id,card_name,card_text,category_1,category_2,justification_1,justification_2,agreed
27780618,Vision HERO Vyon,"If this card is Normal or Special Summoned: You can send 1 ""HERO"" monster from your Deck to the GY. You can only use this effect of ""Vision HERO Vyon"" once per turn. Once per turn: You can banish 1 ""HERO"" monster from your GY; add 1 ""Polymerization"" from your Deck to your hand.",Starter,Starter,"This card can be Normal or Special Summoned to send a ""HERO"" monster from the Deck to the GY, which is a common starting point for many HERO combos and directly contributes to the deck's strategy. It can also search ""Polymerization"", further enabling plays.","This card can be Normal or Special Summoned to send a ""HERO"" monster from the Deck to the GY, initiating plays by setting up the graveyard for subsequent effects or combos.",True
27918963,Yosen Training Grounds,"Each time a ""Yosenju"" monster(s) is Normal or Special Summoned, place 1 Yosen Counter on this card. You can remove any number of Yosen Counters from this card; apply this effect, depending on the number of Yosen Counters removed. You can only use this effect of ""Yosen Training Grounds"" once per turn.
● 1 Counter: All ""Yosenju"" monsters you currently control gain 300 ATK until the end of this turn (even if this card leaves the field).
● 3 Counters: Add 1 ""Yosenju"" card from your Deck or Graveyard to your hand.",Starter,Starter,"This card allows you to add a ""Yosenju"" card from your Deck to your hand by removing 3 Yosen Counters. Since Yosen Counters are placed when ""Yosenju"" monsters are Normal or Special Summoned, this card can be a self-sufficient starter by being Normal Summoned to enable its own counter placement, leading to a search for further combo pieces.","This card's effect allows it to add any ""Yosenju"" card from the Deck or Graveyard to the hand when 3 Yosen Counters are removed. Since Yosen Counters are generated by Normal or Special Summoning ""Yosenju"" monsters, which can be initiated by this card's archetype, this card facilitates the initiation of plays by searching for crucial combo pieces.",True
28053106,Cyber Egg Angel,"If this card is Summoned: You can add 1 ""Machine Angel"" Spell or 1 ""Ritual Sanctuary"" from your Deck to your hand. You can only use this effect of ""Cyber Egg Angel"" once per turn.",Starter,Starter,"This card can add a ""Machine Angel"" Spell or ""Ritual Sanctuary"" to your hand upon being Summoned, which are likely key pieces to start a combo or strategy, fulfilling the role of a Starter.","This card allows you to add a key Spell or field spell to your hand upon being Summoned, which can initiate your deck's strategy.",True
28150174,Photon Papilloperative,"2 Level 4 monsters
Once per turn: You can detach 1 Xyz Material from this card, then target 1 Defense Position monster on the field; change it to face-up Attack Position, and if you do, it loses 600 ATK.",None,None,"This card is an Xyz Monster and its effect requires it to be on the field and have Xyz Materials detached. It does not activate from the hand and its primary role is to interact with the opponent's monsters on the field once it has been summoned, rather than initiating a combo, disrupting from hand, extending plays, breaking boards, or being a garnett.","This card is an Extra Deck monster that requires specific materials to be summoned and has an effect that manipulates existing monsters on the field. It does not inherently start a combo, disrupt the opponent from hand, extend existing plays, or break an established board on its own. Its utility depends entirely on the game state and other cards played.",True
28273805,Six Strike - Double Assault,"Apply 1 of these effects, or if you control 2 or more ""Six Samurai"" monsters, you can apply both effects in sequence.
● Special Summon 1 ""Six Samurai"" monster with 2000 or less ATK from your hand or GY.
● Change 1 monster your opponent controls with 2000 or less ATK to face-down Defense Position.
During your Main Phase: You can banish this card from your GY, then target 1 ""Six Samurai"" monster in your GY; add it to your hand. You can only use 1 ""Six Strike - Double Assault"" effect per turn, and only once that turn.",Extender,Extender,"The card's primary effect to Special Summon a ""Six Samurai"" monster requires you to already have a monster in your hand or GY. Its more powerful effect, which allows both options, requires you to already control two ""Six Samurai"" monsters. Since it builds upon an established board state rather than initiating plays by itself, its strategic role is to extend your combos.","This card's primary effect is to Special Summon a ""Six Samurai"" monster from the hand or Graveyard, which serves to continue a combo by adding another body to the field. Its full potential is unlocked only when you already control two ""Six Samurai"" monsters, meaning it is designed to build upon an already established board rather than start a play from nothing.",True
28290705,Fairy King Albverdich,"2 Level 4 EARTH monsters
Once per turn: You can detach 1 Xyz Material from this card; all non-EARTH monsters currently on the field lose 500 ATK and DEF.",None,None,"This card is an Xyz Monster with an effect that weakens opponent's monsters. It does not inherently start a combo, disrupt the opponent from the hand, extend plays, break boards on its own, or act as a garnet. Its effect requires it to be on the field and requires detaching material, fitting none of the provided strategic roles.","This card is an Xyz Monster whose effect activates on the field and does not fit the activation conditions or strategic roles of Starter, Handtrap, Extender, Board Breaker, or Garnet. Its effect is a stat reduction that does not initiate plays, disrupt hands, extend combos, or break boards in a definitive way.",True
28306253,Angry Burger,"(This card is always treated as ""Hungry Burger"".)
You can Ritual Summon this card with a ""Recipe"" card. Monsters your opponent controls that can attack must attack this card. You can only use each of the following effects of ""Angry Burger"" once per turn. You can reveal this card in your hand; add 1 ""Nouvelles"" monster from your Deck to your hand, and if you do, shuffle this card into the Deck. (Quick Effect): You can Tribute 1 Attack Position monster on either field, and if you do, Special Summon 1 ""Hungry Burger"" with 2000 ATK from your hand or Deck.",Starter,Starter,"This card can be revealed from the hand to search a ""Nouvelles"" monster from the Deck, initiating the main line of play for the archetype without requiring any other cards or an established board.","This card can be revealed from the hand to search any ""Nouvelles"" monster from the Deck, and then shuffles itself back into the Deck. This allows it to immediately provide a crucial combo piece, effectively beginning your main line of play and making meaningful progress towards your deck's win condition without needing other specific cards in hand.",True
28340377,Court of Cards,"If you control no monsters, or only control ""Queen's Knight"", ""King's Knight"", and/or ""Jack's Knight"": You can Special Summon 1 ""Queen's Knight"", ""King's Knight"", or ""Jack's Knight"" from your hand or GY. You can banish up to 1 each ""Queen's Knight"", ""King's Knight"", and/or ""Jack's Knight"" from your hand and/or GY; draw the same number of cards you banished. You can only use 1 ""Court of Cards"" effect per turn, and only once that turn.",Starter,Starter,"This card can be activated with an empty board to Special Summon a monster from hand or GY, immediately establishing a presence for further plays. Its secondary effect allows drawing cards, which further aids in gathering combo pieces or improving consistency early in a turn, making it suitable for beginning a main line of play.","The card's primary effect allows for a Special Summon of a ""Knight"" monster from hand or GY when you control no monsters, enabling the establishment of a monster on an empty board and initiating further combo plays for the deck. This allows it to begin a main line of play by itself.",True
28373620,Geri the Runick Fangs,"2 ""Runick"" monsters
Cannot be destroyed by card effects. If this card is Special Summoned from the Extra Deck: You can target 1 non-Quick-Play ""Runick"" Spell in your GY; add it to your hand. When this card is destroyed by battle: You can target 1 card on the field; destroy it.",Extender,Extender,"This card is a Fusion Monster that requires 2 ""Runick"" monsters to be summoned, meaning a play has already been initiated (typically by a ""Runick"" Quick-Play Spell). Its effect to add a ""Runick"" Spell from the GY to hand then allows for further spell activations, effectively extending the combo, generating more resources, and pushing for additional value after the initial play.","This card is an Extra Deck monster that needs ""Runick"" monsters as material. Its primary effect, when Special Summoned, allows it to retrieve a ""Runick"" Spell from the GY to the hand. This recycling of resources is crucial for the ""Runick"" strategy to continue its plays, generate card advantage through ""Runick Fountain"", or reuse key Spells, thus extending the combo or grind game beyond initial activations. It requires other ""Runick"" cards to be played first to summon it and populate the GY.",True
28400508,Number 97: Draglubion,"2 Level 8 monsters
Your opponent cannot target this card with card effects. You can detach 1 material from this card; take 2 Dragon ""Number"" monsters with different names from your Extra Deck and/or GY, except ""Number 97: Draglubion"", Special Summon 1 of them and attach the other to it as material, also for the rest of this turn you cannot Special Summon other monsters, or declare an attack, except with that Special Summoned monster. You can only use this effect of ""Number 97: Draglubion"" once per turn.",Starter,Starter,"This card's effect allows for the Special Summon of other powerful ""Number"" monsters from the Extra Deck and GY, which can then be used to further extend combos or achieve a win condition. It's a primary tool for initiating a powerful playline that begins with its own summoning.","This card's effect allows you to Special Summon a powerful Dragon ""Number"" monster from the Extra Deck by detaching a material, which can then lead into further plays or act as a strong boss monster on its own, fulfilling the role of initiating a powerful board presence.",True
28403802,P.U.N.K. JAM Dragon Drive,"1 Psychic Tuner + 1+ non-Tuner monsters
If this card is Special Summoned by the effect of a ""P.U.N.K."" card, or Synchro Summoned: You can pay 600 LP; take 1 Level 3 Psychic monster from your Deck and either add it to your hand or send it to the GY. If your opponent activates a card or effect in response to your ""P.U.N.K."" card or effect activation, while this card is in your GY: You can Special Summon this card. You can only use each effect of ""P.U.N.K. JAM Dragon Drive"" once per turn.",Extender,Extender,"This Synchro Monster's first effect, activated upon its Synchro or P.U.N.K. Special Summon, searches or mills a Level 3 Psychic monster, directly facilitating further combo plays and allowing for additional summons. Its second effect provides a powerful recovery by Special Summoning itself from the GY when the opponent interrupts a P.U.N.K. effect, enabling the player to push through disruptions and continue their main line of play. Both effects serve to prolong and enhance an already initiated combo, fitting the role of an extender.","This card is an Extra Deck monster that must be Special Summoned (typically Synchro Summoned) before its effects can be activated. Its first effect allows it to search or mill a Level 3 Psychic monster upon being summoned, which then enables further combo progression. Its second effect allows it to self-revive from the GY if the opponent interrupts your P.U.N.K. plays, specifically designed to help push through interruptions. Both aspects align with the definition of an Extender, as it continues or extends plays after an initial setup rather than starting them.",True
28651380,"Raviel, Lord of Phantasms - Shimmering Scraper","Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing 3 monsters. You can only use each of the following effects of ""Raviel, Lord of Phantasms - Shimmering Scraper"" once per turn.
● (Quick Effect): You can discard this card and target 1 ""Raviel, Lord of Phantasms"" you control; for the rest of this turn, its ATK becomes double its current ATK, also it can attack all monsters your opponent controls once each.
● If this card is in your GY: You can Tribute 1 monster; add this card to your hand.",Extender,Extender,"This card's primary effect requires you to control ""Raviel, Lord of Phantasms"" to activate, meaning it requires a pre-existing board presence or combo to be utilized. Its secondary effect allows it to be searched from the Graveyard, facilitating further plays after it has been sent there. This directly aligns with the role of an extender, which continues or extends plays after an initial setup.","This card requires an already established board to Special Summon itself (by tributing 3 monsters) or to activate its GY effect (by tributing 1 monster). Its primary effect buffs an existing ""Raviel, Lord of Phantasms"" on the field, extending plays rather than initiating them or breaking boards.",True
28654932,Deep Dark Trap Hole,When a Level 5 or higher Effect Monster(s) is Special Summoned: Banish that Level 5 or higher Effect Monster(s).,Board Breaker,Board Breaker,"This card's effect is designed to disrupt and remove powerful monsters that an opponent has brought onto the field, making it primarily useful for breaking an established board, especially when going second. It doesn't initiate plays itself but rather reacts to an opponent's summoned threats.","This card's effect is designed to disrupt and remove an opponent's strong monster(s) that have been Special Summoned, fitting the role of a board breaker, especially when going second.",True
28715905,Ursarctic Megapolar,"During the Main Phase (Quick Effect): You can Tribute 1 other Level 7 or higher monster from your hand; Special Summon this card from your hand, also you cannot Special Summon for the rest of this turn, except monsters with a Level. If this card is Special Summoned while you control another ""Ursarctic"" monster: You can target 1 Spell/Trap your opponent controls; destroy it. You can only use each effect of ""Ursarctic Megapolar"" once per turn.",Extender,Extender,"This card can be Special Summoned from the hand by tributing another high-level monster. This allows it to extend plays after a board has been established or to continue a combo, particularly with its ability to destroy an opponent's Spell/Trap when summoned alongside another ""Ursarctic"" monster.","This card requires tributing another Level 7 or higher monster to be Special Summoned, meaning it cannot initiate a play by itself. Its ability to disrupt the opponent's backrow after being summoned helps extend existing combos or plays.",True
28720123,"Dinomight Powerload, the Dracoslayer","[ Pendulum Effect ] 
You can target 1 ""Dracoslayer"" or ""Dinomist"" card in your other Pendulum Zone; Special Summon it. You can only use this effect of ""Dinomight Powerload, the Dracoslayer"" once per turn.

[ Monster Effect ] 
(This card is always treated as a ""Dinomist"" card.)
If this card is Tributed: You can add 1 face-up ""Dracoslayer"" or ""Dinomist"" Pendulum Monster from your Extra Deck to your hand, except ""Dinomight Powerload, the Dracoslayer"". You can only use this effect of ""Dinomight Powerload, the Dracoslayer"" once per turn.",Extender,Extender,"The Pendulum effect requires another card to be in the Pendulum Zone, allowing the player to Special Summon it and extend their field presence from an already established Pendulum setup. The Monster effect provides resource recovery by searching from the Extra Deck after it has been Tributed, enabling further plays rather than initiating them.","The Pendulum effect allows you to Special Summon a monster from your other Pendulum Zone, which extends your plays by providing additional material after your scales have been set. The Monster Effect also extends value by replacing itself with a search from the Extra Deck upon being Tributed, facilitating further plays or recovery. Both effects require some pre-existing setup or specific action to be performed, fitting the role of a card that continues or pushes plays, rather than starting them.",True
28725004,Tainted Wisdom,If this Attack Position card is changed to face-up Defense Position: Shuffle your Deck.,None,None,"This card's effect is a situational positional change that does not actively disrupt the opponent, start a combo, extend a play, or break a board. It does not fit any of the defined categories.","This effect only changes the position of a card on the field and shuffles the deck. It does not activate from the hand, disrupt the opponent, extend plays, break boards, or fulfill the criteria for a Garnet.",True
28966434,Solitaire Magician,"Once per turn, you can select 1 face-up ""Fortune Lady"" monster you control and 1 other face-up monster on the field. Reduce the Level of the selected ""Fortune Lady"" monster by 3, and destroy the other selected monster.",Extender,None,"This effect requires an already established board (a monster on the field) to function, extending the plays of a deck that utilizes ""Fortune Lady"" monsters, fitting the role of an extender.","This card's effect is a continuous effect that requires you to control a ""Fortune Lady"" monster to activate, and it doesn't directly initiate plays, disrupt the opponent from the hand, extend combos, break boards, or function as a necessary but undesirable draw. It provides utility once a board is established but doesn't fit any of the specific categories.",False
29013526,Storming Wynn,"Once per turn, you can Tribute 1 WIND monster (except this card) to Special Summon 1 WIND monster from your hand. The monster Special Summoned by this effect is destroyed if ""Storming Wynn"" is removed from your side of the field.",Extender,Extender,"This card's effect requires tributing another WIND monster to special summon another from the hand, indicating it extends existing plays rather than starting them, and the destruction clause upon losing field presence highlights its role in continuing a combo.","This card's effect requires another WIND monster to be Tributed, meaning it needs a prior board presence or a card already on the field to activate. It facilitates continuing plays by summoning another WIND monster from the hand.",True
29095457,Primite Drillbeam,"Reveal 1 ""Primite"" card, or 1 Normal Monster, in your hand, except ""Primite Drillbeam"" (or if you control a Normal Monster or a Level 5 or higher ""Primite"" monster, except a Token, you can activate this effect without revealing a card), then target 1 face-up card on the field; negate its effects, and if you do, banish it. During your Main Phase, if you control a ""Primite"" monster: You can Set this card from your GY. You can only use each effect of ""Primite Drillbeam"" once per turn.",Board Breaker,Board Breaker,"This card's primary effect targets an opponent's established card to negate and banish it, serving as a powerful removal tool for clearing threats on the field. Its activation conditions suggest it's used after some setup (revealing a specific card from hand or controlling a specific monster), and its main purpose is to neutralize an opponent's board, especially when going second.","The card's primary effect negates and banishes a face-up card on the field. This is a powerful form of removal designed to eliminate or answer established threats, making it highly effective for dismantling an opponent's board, especially when going second. Its secondary effect allowing recursion from the GY does not change its core strategic role as a threat neutralizer.",True
29111045,Goblin Biker Grand Breakout,"Tribute 1 monster; Special Summon 1 ""Goblin"" monster from your Deck, but it cannot attack this turn. When a monster declares an attack: You can banish this card from your GY and detach any number of materials from ""Goblin"" Xyz Monsters you control; all monsters your opponent currently controls lose 1000 ATK for each material detached, until the end of this turn. You can only use each effect of ""Goblin Biker Grand Breakout"" once per turn.",Starter,Starter,"This card's primary effect tributes one monster to Special Summon a ""Goblin"" monster directly from the Deck. This is the main way the ""Goblin Biker"" deck initiates its core combos, by converting any monster on the field (like your Normal Summon) into the specific ""Goblin"" monster needed to begin their line of play. While it requires a monster on the field, its role is to begin the archetype's main engine, classifying it as a Starter.","This card's primary effect allows a player to tribute any monster to Special Summon a key ""Goblin"" monster directly from the Deck. This is a classic starter play, converting an initial monster (often the Normal Summon) into the specific piece needed to begin the archetype's main combos.",True
29116732,Daybreaker,"When this card is Special Summoned: You can Special Summon 1 ""Daybreaker"" from your hand.",Extender,Extender,"This card's effect requires it to be Special Summoned first, and then it allows for further plays by summoning another monster from the hand, fitting the definition of an extender.","This card requires itself to be Special Summoned before its effect can activate, allowing for further plays or extending combos once a board presence is established.",True
29172562,Steel Ogre Grotto #1,A steel idol worshipped in the Land of Machines.,None,None,This card is flavor text and does not contain any game mechanics or effects that can be classified into the provided categories.,"This card appears to be flavor text or an incomplete card description, lacking any activatable effect or strategic role as defined by the categories.",True
29223325,Artifact Ignition,"Target 1 Spell/Trap Card on the field; destroy that target, and if you do, Set 1 ""Artifact"" monster directly from your Deck to your Spell & Trap Zone as a Spell Card. If this card in its owner's possession is destroyed by an opponent's card: Your opponent skips their next Battle Phase. (You must have an ""Artifact"" monster in your Main Deck to activate this card.)",Board Breaker,Board Breaker,"This card's primary effect destroys a Spell/Trap, which directly answers an opponent's established threat. While it also searches an ""Artifact"" monster, the immediate removal of an opponent's card fits the role of a board breaker, especially when going second. The secondary effect of skipping the opponent's Battle Phase further reinforces its disruptive nature against an established board.","This card's primary effect destroys an opponent's Spell/Trap card, directly removing a threat. While it can also set up your own plays, its ability to remove an opponent's card makes it primarily a board breaker, especially when going second. The secondary effect of skipping the opponent's Battle Phase further reinforces its role in disrupting the opponent's established board.",True
29380133,Yado Karu,"When this card is changed from Attack Position to Defense Position, you can place any number of cards from your hand at the bottom of your Deck in any order you desire.",None,None,"This card's effect triggers upon changing its battle position to defense and allows for a hand-fix/mulligan-like effect. It does not directly start a combo, disrupt the opponent, extend plays, break boards, or fit the criteria of a garnets. It is a general utility effect.","This card's effect is a position-change trigger that allows for hand-mulling. It doesn't directly start combos, disrupt the opponent, extend plays, or break boards in a significant way, nor is it a ""necessary brick"" for a specific engine. Its utility is situational and doesn't align with the core definitions of the provided categories.",True
29603180,Annihilator Archfiend,"You can target 1 card you control and 1 card your opponent controls; destroy them, and if you destroyed a face-up Fiend monster(s) by this effect, this card gains ATK equal to half the Fiend monster(s)'s original ATK, until the end of this turn. You can only use this effect of ""Annihilator Archfiend"" once per turn.",Extender,Board Breaker,"This card’s effect allows you to destroy one of your own cards in addition to one of your opponent’s. This reciprocal destruction is often used in decks that benefit from their own cards being destroyed (e.g., to trigger specific monster effects), effectively ""extending"" their combos or generating additional value after plays have started, while also providing targeted removal for an opponent's threat. It requires you to control a card, fitting the ""something to have started already"" aspect of an Extender.","This card's primary effect is to destroy an opponent's card, serving to eliminate or answer an established threat on their field. While it also requires destroying one of your own cards, its role is to disrupt the opponent's setup.",False
29765339,Watthydra,"1 ""Watt"" Tuner + 1 or more non-Tuner Thunder-Type monsters
This card can attack your opponent directly. When this card inflicts Battle Damage to your opponent by a direct attack, choose 1 card in your Deck and remove it from play. Add that card to your hand during your 2nd Standby Phase after activating this effect.",None,None,"This card's effect activates after a direct attack inflicts battle damage, which is a condition met by attacking, not by an intrinsic activation condition that begins or extends a combo, disrupts the hand, breaks a board, or is a brick. It offers a reward for a successful attack, but doesn't fit neatly into the provided categories.","This card is a Synchro Monster that requires specific materials and has effects that activate during the Battle Phase and upon inflicting battle damage. It does not fit the criteria for a Starter, Handtrap, Extender, Board Breaker, or Garnet, as its primary function is offensive and its utility is tied to successfully attacking.",True
29838323,Crystron Thystvern,"You can target 1 face-up card you control; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Machine-Type Synchro Monsters, also, destroy that card, and if you do, Special Summon 1 ""Crystron"" Tuner from your Deck. You can banish this card from your Graveyard; add 1 ""Crystron"" monster from your Deck to your hand, except ""Crystron Thystvern"". You can only use 1 ""Crystron Thystvern"" effect per turn, and only once that turn.",Starter,Starter,"This card can be activated from the hand to Special Summon a ""Crystron"" Tuner from the Deck, which is a common way to start a Synchro-focused combo, making it a primary opener.","This card can be activated from the hand to Special Summon a ""Crystron"" Tuner from the Deck, which is a crucial first step in many ""Crystron"" combos and allows for meaningful progress towards the deck's strategy without requiring other specific cards. The second effect, while in the Graveyard, also serves to search for combo pieces, further solidifying its role as a starter.",True
30114823,Code Generator,"If a Cyberse monster you control would be used as Link Material for a ""Code Talker"" monster, this card in your hand can also be used as material. If this card is sent from the hand or field to the GY as material for the Link Summon of a ""Code Talker"" monster: You can send 1 Cyberse monster with 1200 or less ATK from your Deck to the GY, or, if this card on the field was used as material, you can add that card to your hand instead. You can only use each effect of ""Code Generator"" once per turn.",Extender,Extender,"This card's primary effect allows it to be used as material for a ""Code Talker"" Link Summon when another Cyberse monster is being used, meaning it requires a prior play to be made. Its secondary effect further extends plays by adding or sending specific monsters to the GY after being used as Link Material.","This card can be activated from the hand to extend a combo by being used as Link Material for a ""Code Talker"" monster, and its GY effect helps further your plays by adding or sending Cyberse monsters to the GY. It requires another card or play to have already been initiated.",True
30213599,Gravekeeper's Descendant,"You can Tribute 1 other face-up ""Gravekeeper's"" monster to target 1 card your opponent controls; destroy that target.",Board Breaker,Board Breaker,"This card allows you to destroy a target card on your opponent's field by tributing another ""Gravekeeper's"" monster. This effect is used to remove an opponent's established threat, making it a board breaker, especially useful when going second.","This card's effect allows you to destroy an opponent's card, which is primarily used to remove an established threat on their field. While it requires tributing another ""Gravekeeper's"" monster, its core function is to break the opponent's board, making it most useful when going second.",True
30286474,Gouki The Master Ogre,"2+ ""Gouki"" monsters
Once per turn (Quick Effect): You can return to the hand any number of ""Gouki"" monsters you control that this card points to, then target the same number of face-up cards your opponent controls; they have their effects negated until the end of this turn. This card can attack all monsters your opponent controls, once each. If your opponent controls a face-up monster(s), this card can only target their monster with the highest ATK for attacks (your choice, if tied).",Board Breaker,Board Breaker,"This card's Quick Effect allows it to negate the effects of face-up cards on the opponent's field, directly answering established threats and fitting the role of a board breaker, particularly useful when going second.","This card's effect can be activated on the opponent's turn as a Quick Effect to negate the effects of their cards, disrupting their established board and removing threats. While it can also be used offensively, its ability to neutralize opponent's card effects makes it a strong option for breaking established boards.",True
30291086,Mental Tuner,"You can activate 1 of these effects;
● Banish up to 1 LIGHT and up to 1 DARK monster from your hand and/or GY; increase or decrease this card's Level by the exact number banished, until the end of this turn.
● Target up to 2 of your banished monsters (1 LIGHT and/or 1 DARK); return them to the GY, and if you do, increase or decrease this card's Level by the exact number returned, until the end of this turn.
You can only use this effect of ""Mental Tuner"" once per turn.",Extender,Extender,"This card's primary effect modifies its own Level, which is used to facilitate Synchro or Xyz Summons by creating the exact Level needed. While it doesn't Special Summon itself or initiate a combo on its own, it significantly extends your play options and flexibility once other monsters are on the field, allowing for more diverse Extra Deck plays and pushing through your main line.","This card modifies its own Level by banishing or returning LIGHT/DARK monsters, which helps facilitate specific Synchro Summons and recycles resources. It typically requires other monsters to be on the field (or summonable) to complete a Synchro Summon, thus extending plays rather than initiating them. Its ability to manage banished resources also supports further combo progression.",True
30339825,"Hydor, the Base of All Things","Target 1 monster in either GY; destroy 1 WATER monster on the target's owner's field, and if you do, Special Summon that target to that field in Defense Position. If this card is in your GY, except the turn it was sent there: You can banish this card, then target 1 WATER monster in either GY; destroy 1 monster on the targeted monster's owner's field, and if you do, Special Summon that targeted monster to that field in Defense Position. You can only use 1 ""Hydor, the Base of All Things"" effect per turn, and only once that turn.",Extender,Extender,"This card primarily functions by Special Summoning a monster from the GY, which requires a monster to already be in the GY, indicating that plays have already started. This allows the player to continue or extend their combos by retrieving a key monster, potentially pushing through interruptions or gaining more value. While it also includes a destruction effect, the core utility for advancing one's own board state lies in the GY revival, fitting the definition of an extender.","This card primarily functions by Special Summoning a monster from the GY, which requires prior setup (a monster in the GY) and allows for the continuation or extension of plays. While it also includes a destruction effect, its main strategic role is to recycle resources and push further into a combo or rebuild board presence after initial plays have been made.",True
30373970,Miasma Dragon Tistina,"If this card is Normal or Special Summoned: You can add 1 ""Tistina"" monster from your Deck to your hand, except ""Miasma Dragon Tistina"", also for the rest of this turn, LIGHT ""Tistina"" monsters you control gain 1000 ATK. If this card is sent to the GY, and a card is in the Field Zone: You can Special Summon this card, also you cannot Special Summon from the hand or GY for the rest of this turn, except ""Tistina"" monsters. You can only use each effect of ""Miasma Dragon Tistina"" once per turn.",Starter,Starter,"This card's first effect activates upon being Normal or Special Summoned to add a ""Tistina"" monster from the Deck to the hand. This search allows it to single-handedly begin the deck's main line of play, fitting the definition of a Starter. While its second effect to revive itself can act as an extender, its primary role upon being played from the hand is to initiate the combo.","This card's first effect activates upon being Normal or Special Summoned, allowing it to search for any ""Tistina"" monster from the deck. This allows it to function as a one-card starter, initiating the deck's main plays without requiring any prior field setup.",True
30382214,Flower Cardian Cherry Blossom,"If you control a Level 2 or lower ""Flower Cardian"" monster: You can Special Summon this card from your hand, also you cannot Normal or Special Summon monsters for the rest of this turn, except ""Flower Cardian"" monsters. Once per turn: You can Tribute 1 ""Flower Cardian"" monster; draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, you can take 1 ""Flower Cardian"" monster from your Deck, except ""Flower Cardian Cherry Blossom"", and either add it to your hand or Special Summon it. Otherwise, send the card you drew to the GY.",Extender,Extender,"This card requires an already-established board state (a Level 2 or lower ""Flower Cardian"" monster) to Special Summon itself, meaning it cannot initiate a combo by itself. Once on the field, its second effect allows for further draws, searches, or Special Summons of ""Flower Cardian"" monsters, effectively continuing and extending your existing plays within the archetype after an initial start.","This card can only be Special Summoned from the hand if you already control a Level 2 or lower ""Flower Cardian"" monster, meaning it cannot initiate a main combo by itself. Its subsequent effect allows for drawing and further Special Summoning/adding of ""Flower Cardian"" monsters, enabling additional plays within the archetype after a board presence has been established.",True
30459350,Imperial Iron Wall,Neither player can banish cards.,None,None,"This card’s effect is a continuous effect that restricts both players, rather than activating to initiate a combo, disrupt, extend, break a board, or acting as a dead card in hand. It does not fit any of the defined categories.",This card has no activated effect and therefore does not fit any of the provided categories for card effects.,True
30492798,Djinn Disserere of Rituals,"When you Ritual Summon a monster, you can banish this card from your GY as 1 of the monsters required for the Ritual Summon. The monster Ritual Summoned using this card is unaffected by Trap effects.",Garnet,Extender,"This card’s effect is solely designed to facilitate a specific combo (Ritual Summoning), and its inclusion is considered a “necessary brick” – highly undesirable to draw, fitting the definition of a Garnet.","This card is banished from the GY as part of a Ritual Summon, which is a secondary condition that occurs after a player has already initiated their summoning plays. It extends the combo by providing an additional material and a protection effect for the summoned monster.",False
30525991,Witch Doctor of Sparta,Inflict 500 damage to your opponent each time a monster(s) is Special Summoned from either player's Deck.,None,None,"This card's effect is a continuous effect that triggers based on a game state (Special Summon from the Deck) rather than an activatable effect. It doesn't initiate plays, disrupt the opponent from hand, extend existing plays, break boards, or act as a necessary brick for a combo. Therefore, it does not fit into any of the defined categories.","This card's effect is a continuous effect that triggers when a monster is Special Summoned from the Deck. It does not activate from the hand, nor does it initiate a combo, extend one, break a board, or act as a dead draw for a combo. It is a passive damage-dealing effect.",True
30655537,Cyber Falcon,A jet-powered hawk that travels at the speed of sound.,None,None,"The provided text describes a creature and its speed but does not contain any effect text that can be activated or utilized within the Yu-Gi-Oh! game. Therefore, it cannot be classified into any of the given categories.",The provided text does not contain any card effects that can be used to classify it into the given categories. It is descriptive flavor text.,True
30770156,Core Transport Unit,"Once per turn, you can discard 1 card to add 1 ""Iron Core of Koa'ki Meiru"" from your Deck to your hand.",Extender,Starter,"This effect allows for continued play by adding a key combo piece (Iron Core of Koa'ki Meiru) to the hand, extending plays that have already begun. It relies on a pre-existing board state to function effectively.","This card allows you to search for a key combo piece (""Iron Core of Koa'ki Meiru"") from your Deck by discarding another card. This is a strong opening play that can initiate your deck's strategy, fulfilling the criteria of a Starter.",False
30829071,Amazement Ambassador Bufo,"When this card is Normal Summoned: You can target 1 ""Attraction"" Trap in your GY and 1 face-up monster your opponent controls; equip that Trap to your opponent's monster. (Quick Effect): You can target 1 of your ""Attraction"" Traps equipped to a monster; equip it to 1 ""Amazement"" monster you control or 1 face-up monster your opponent controls. You can only use this effect of ""Amazement Ambassador Bufo"" once per turn.",Extender,Extender,"This card's Normal Summon effect requires an ""Attraction"" Trap to already be in the GY, meaning it relies on a prior play having occurred. Its Quick Effect further requires an ""Attraction"" Trap to already be equipped to a monster. Both effects serve to continue or extend the ""Amazement"" deck's strategy by re-using or re-positioning its ""Attraction"" Traps, rather than starting a combo from scratch.","The card's Normal Summon effect requires an ""Attraction"" Trap to already be in the GY, indicating it functions as a recovery tool or to re-enable previously used resources rather than initiating a new play. Its Quick Effect further supports this by allowing the re-positioning of an already equipped Trap, serving to continue or adapt existing plays rather than starting them.",True
